title,studio,domestic_gross,foreign_gross,year,domestic_gross_mil,foreign_gross_mil,worldwide_gross_mil,movie_id,primary_title,original_title,start_year,runtime_minutes,genres,averagerating,numvotes,primary_genre
Four Lions,Drft.,305000.0,4400000.0,2010,0.305,4.4,4.705,tt1341167,Four Lions,Four Lions,2010,97.0,"Comedy,Crime,Drama",7.3,66209,"Comedy,Crime,Drama"
Please Give,SPC,4000000.0,280000.0,2010,4.0,0.28,4.28,tt0878835,Please Give,Please Give,2010,87.0,"Comedy,Drama",6.6,10652,"Comedy,Drama"
Monsters,Magn.,237000.0,4000000.0,2010,0.237,4.0,4.237,tt1470827,Monsters,Monsters,2010,94.0,"Drama,Sci-Fi,Thriller",6.4,84332,"Drama,Sci-Fi,Thriller"
Rare Exports: A Christmas Tale,Osci.,236000.0,3800000.0,2010,0.236,3.8,4.036,tt1401143,Rare Exports: A Christmas Tale,Rare Exports,2010,84.0,"Adventure,Fantasy,Horror",6.7,23923,"Adventure,Fantasy,Horror"
The Killer Inside Me,IFC,217000.0,3800000.0,2010,0.217,3.8,4.0169999999999995,tt0954947,The Killer Inside Me,The Killer Inside Me,2010,109.0,"Crime,Drama,Horror",6.1,31727,"Crime,Drama,Horror"
Catfish,Rog.,3200000.0,242000.0,2010,3.2,0.242,3.442,tt1584016,Catfish,Catfish,2010,87.0,"Documentary,Drama,Mystery",7.1,38656,"Documentary,Drama,Mystery"
Wild Target,Free,109000.0,3300000.0,2010,0.109,3.3,3.409,tt1235189,Wild Target,Wild Target,2010,98.0,"Action,Comedy,Crime",6.8,33915,"Action,Comedy,Crime"
Kites,Relbig.,1600000.0,1300000.0,2010,1.6,1.3,2.9000000000000004,tt1198101,Kites,Kites,2010,123.0,"Action,Drama,Romance",6.1,11353,"Action,Drama,Romance"
Letters to God,Viv.,2800000.0,60300.0,2010,2.8,0.0603,2.8602999999999996,tt1462054,Letters to God,Letters to God,2010,110.0,"Drama,Family",6.3,4443,"Drama,Family"
Twelve,Hann.,184000.0,2400000.0,2010,0.184,2.4,2.584,tt1407084,Twelve,Twelve,2010,93.0,"Action,Crime,Drama",5.7,11533,"Action,Crime,Drama"
Tees Maar Khan,UTV,1100000.0,1400000.0,2010,1.1,1.4,2.5,tt1572311,Tees Maar Khan,Tees Maar Khan,2010,135.0,"Comedy,Crime",2.6,10122,"Comedy,Crime"
Housefull,Eros,1200000.0,1200000.0,2010,1.2,1.2,2.4,tt1573072,Housefull,Housefull,2010,144.0,Comedy,5.5,11089,Comedy
Golmaal 3,Eros,1100000.0,935000.0,2010,1.1,0.935,2.035,tt1562859,Golmaal 3,Golmaal 3,2010,155.0,"Action,Comedy",5.4,6616,"Action,Comedy"
Guzaarish,UTV,1000000.0,695000.0,2010,1.0,0.695,1.6949999999999998,tt1438298,Guzaarish,Guzaarish,2010,126.0,Drama,7.5,15402,Drama
Anjaana Anjaani,Eros,855000.0,761000.0,2010,0.855,0.761,1.616,tt1499201,Anjaana Anjaani,Anjaana Anjaani,2010,151.0,"Comedy,Drama,Musical",5.8,5533,"Comedy,Drama,Musical"
Restrepo,NGE,1300000.0,105000.0,2010,1.3,0.105,1.405,tt1559549,Restrepo,Restrepo,2010,93.0,"Documentary,War",7.5,20691,"Documentary,War"
Raavan,Relbig.,709000.0,648000.0,2010,0.709,0.648,1.357,tt1334470,Raavan,Raavan,2010,130.0,"Action,Adventure,Crime",5.4,3847,"Action,Adventure,Crime"
Howl,Osci.,617000.0,566000.0,2010,0.617,0.566,1.1829999999999998,tt1049402,Howl,Howl,2010,84.0,"Biography,Drama,Romance",6.8,12096,"Biography,Drama,Romance"
Casino Jack,ATO,1000000.0,40700.0,2010,1.0,0.0407,1.0407,tt1194417,Casino Jack,Casino Jack,2010,108.0,"Biography,Comedy,Crime",6.2,16191,"Biography,Comedy,Crime"
Khatta Meetha,Eros,542000.0,499000.0,2010,0.542,0.499,1.041,tt1455811,Khatta Meetha,Khatta Meetha,2010,157.0,"Comedy,Crime,Drama",5.8,8448,"Comedy,Crime,Drama"
We Are Family,UTV,638000.0,393000.0,2010,0.638,0.393,1.0310000000000001,tt1428459,We Are Family,We Are Family,2010,115.0,"Drama,Family",5.6,2614,"Drama,Family"
Break Ke Baad,Relbig.,428000.0,389000.0,2010,0.428,0.389,0.817,tt1578261,Break Ke Baad,Break Ke Baad,2010,118.0,"Comedy,Drama,Romance",5.2,3651,"Comedy,Drama,Romance"
No Problem,Eros,285000.0,369000.0,2010,0.285,0.369,0.6539999999999999,tt1431122,No Problem,No Problem,2010,139.0,"Action,Comedy,Crime",4.2,1880,"Action,Comedy,Crime"
All Good Things,Magn.,582000.0,62500.0,2010,0.582,0.0625,0.6445,tt1175709,All Good Things,All Good Things,2010,101.0,"Crime,Drama,Mystery",6.3,49684,"Crime,Drama,Mystery"
Jack Goes Boating,Over.,542000.0,77600.0,2010,0.542,0.0776,0.6196,tt1278379,Jack Goes Boating,Jack Goes Boating,2010,91.0,"Drama,Romance",6.4,7644,"Drama,Romance"
Holy Rollers,FInd.,303000.0,305000.0,2010,0.303,0.305,0.608,tt1143896,Holy Rollers,Holy Rollers,2010,89.0,"Biography,Crime,Drama",5.9,4664,"Biography,Crime,Drama"
I Spit on Your Grave,Anch.,93100.0,480000.0,2010,0.0931,0.48,0.5730999999999999,tt1242432,I Spit on Your Grave,I Spit on Your Grave,2010,108.0,"Horror,Thriller",6.3,68592,"Horror,Thriller"
I'm Still Here,Magn.,409000.0,160000.0,2010,0.409,0.16,0.569,tt1356864,I'm Still Here,I'm Still Here,2010,108.0,"Comedy,Drama,Music",6.2,18606,"Comedy,Drama,Music"
The Extra Man,Magn.,453000.0,4500.0,2010,0.453,0.0045,0.4575,tt1361313,The Extra Man,The Extra Man,2010,108.0,Comedy,5.9,4580,Comedy
The Tempest,Mira.,278000.0,68700.0,2010,0.278,0.0687,0.3467,tt1274300,The Tempest,The Tempest,2010,110.0,"Comedy,Drama,Fantasy",5.4,7073,"Comedy,Drama,Fantasy"
The Tempest,Mira.,278000.0,68700.0,2010,0.278,0.0687,0.3467,tt1683003,The Tempest,The Tempest,2010,131.0,Drama,7.8,94,Drama
Red Hill,Strand,21100.0,300000.0,2010,0.0211,0.3,0.3211,tt1530983,Red Hill,Red Hill,2010,95.0,"Thriller,Western",6.4,7874,"Thriller,Western"
Welcome to the Rileys,Gold.,159000.0,158000.0,2010,0.159,0.158,0.317,tt1183923,Welcome to the Rileys,Welcome to the Rileys,2010,110.0,Drama,7.0,22210,Drama
Karthik Calling Karthik,Eros,286000.0,7100.0,2010,0.286,0.0071,0.29309999999999997,tt1373156,Karthik Calling Karthik,Karthik Calling Karthik,2010,135.0,"Drama,Mystery,Thriller",7.0,9257,"Drama,Mystery,Thriller"
Eyes Wide Open,NAV,26300.0,250000.0,2010,0.0263,0.25,0.2763,tt1692325,Eyes Wide Open,Eyes Wide Open,2010,110.0,"Documentary,History",8.7,17,"Documentary,History"
Waste Land,Arth.,188000.0,88700.0,2010,0.188,0.0887,0.2767,tt1268204,Waste Land,Waste Land,2010,99.0,Documentary,7.9,8007,Documentary
Chance Pe Dance,UTV,169000.0,24300.0,2010,0.169,0.0243,0.1933,tt1392744,Chance Pe Dance,Chance Pe Dance,2010,122.0,"Comedy,Drama,Musical",4.7,2501,"Comedy,Drama,Musical"
Client 9: The Rise and Fall of Eliot Spitzer,Magn.,189000.0,3500.0,2010,0.189,0.0035,0.1925,tt1638362,Client 9: The Rise and Fall of Eliot Spitzer,Client 9: The Rise and Fall of Eliot Spitzer,2010,117.0,Documentary,7.4,2097,Documentary
The Romantics,FOAK,107000.0,17300.0,2010,0.107,0.0173,0.1243,tt1403988,The Romantics,The Romantics,2010,95.0,"Comedy,Drama,Romance",5.1,11069,"Comedy,Drama,Romance"
Freakonomics,Magn.,101000.0,16400.0,2010,0.101,0.0164,0.1174,tt1152822,Freakonomics,Freakonomics,2010,93.0,Documentary,6.4,6466,Documentary
Band Baaja Baaraat,Yash,43800.0,60700.0,2010,0.0438,0.0607,0.1045,tt1610452,Band Baaja Baaraat,Band Baaja Baaraat,2010,139.0,"Comedy,Drama,Romance",7.2,13832,"Comedy,Drama,Romance"
As Good as Dead,First,2000.0,53600.0,2010,0.002,0.0536,0.055600000000000004,tt1294136,As Good as Dead,As Good as Dead,2010,100.0,"Crime,Thriller",5.2,1441,"Crime,Thriller"
Inhale,IFC,4100.0,51000.0,2010,0.0041,0.051,0.055099999999999996,tt1196340,Inhale,Inhale,2010,83.0,"Drama,Thriller",6.6,6006,"Drama,Thriller"
GasLand,WOW,30800.0,18600.0,2010,0.0308,0.0186,0.0494,tt1558250,GasLand,GasLand,2010,107.0,Documentary,7.7,9940,Documentary
Transformers: Dark of the Moon,P/DW,352400000.0,771400000.0,2011,352.4,771.4,1123.8,tt1399103,Transformers: Dark of the Moon,Transformers: Dark of the Moon,2011,154.0,"Action,Adventure,Sci-Fi",6.2,366409,"Action,Adventure,Sci-Fi"
Pirates of the Caribbean: On Stranger Tides,BV,241100000.0,804600000.0,2011,241.1,804.6,1045.7,tt1298650,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: On Stranger Tides,2011,136.0,"Action,Adventure,Fantasy",6.6,447624,"Action,Adventure,Fantasy"
Mission: Impossible - Ghost Protocol,Par.,209400000.0,485300000.0,2011,209.4,485.3,694.7,tt1229238,Mission: Impossible - Ghost Protocol,Mission: Impossible - Ghost Protocol,2011,132.0,"Action,Adventure,Thriller",7.4,428142,"Action,Adventure,Thriller"
Kung Fu Panda 2,P/DW,165200000.0,500400000.0,2011,165.2,500.4,665.5999999999999,tt1302011,Kung Fu Panda 2,Kung Fu Panda 2,2011,90.0,"Action,Adventure,Animation",7.2,228465,"Action,Adventure,Animation"
Fast Five,Uni.,209800000.0,416300000.0,2011,209.8,416.3,626.1,tt1596343,Fast Five,Fast Five,2011,130.0,"Action,Crime,Thriller",7.3,329892,"Action,Crime,Thriller"
The Hangover Part II,WB,254500000.0,332300000.0,2011,254.5,332.3,586.8,tt1411697,The Hangover Part II,The Hangover Part II,2011,102.0,"Comedy,Mystery",6.5,432800,"Comedy,Mystery"
The Smurfs,Sony,142600000.0,421100000.0,2011,142.6,421.1,563.7,tt0472181,The Smurfs,The Smurfs,2011,103.0,"Adventure,Animation,Comedy",5.5,77577,"Adventure,Animation,Comedy"
Cars 2,BV,191500000.0,370700000.0,2011,191.5,370.7,562.2,tt1216475,Cars 2,Cars 2,2011,106.0,"Adventure,Animation,Comedy",6.2,138914,"Adventure,Animation,Comedy"
Puss in Boots,P/DW,149300000.0,405700000.0,2011,149.3,405.7,555.0,tt0448694,Puss in Boots,Puss in Boots,2011,90.0,"Action,Adventure,Animation",6.6,133355,"Action,Adventure,Animation"
Sherlock Holmes: A Game of Shadows,WB,186800000.0,358600000.0,2011,186.8,358.6,545.4000000000001,tt1515091,Sherlock Holmes: A Game of Shadows,Sherlock Holmes: A Game of Shadows,2011,129.0,"Action,Adventure,Crime",7.5,394189,"Action,Adventure,Crime"
Rio,Fox,143600000.0,341000000.0,2011,143.6,341.0,484.6,tt1436562,Rio,Rio,2011,96.0,"Adventure,Animation,Comedy",6.9,191621,"Adventure,Animation,Comedy"
Rise of the Planet of the Apes,Fox,176800000.0,305000000.0,2011,176.8,305.0,481.8,tt1318514,Rise of the Planet of the Apes,Rise of the Planet of the Apes,2011,105.0,"Action,Drama,Sci-Fi",7.6,473020,"Action,Drama,Sci-Fi"
Thor,Par.,181000000.0,268300000.0,2011,181.0,268.3,449.3,tt0800369,Thor,Thor,2011,115.0,"Action,Adventure,Fantasy",7.0,683264,"Action,Adventure,Fantasy"
The Adventures of Tintin,Par.,77600000.0,296400000.0,2011,77.6,296.4,374.0,tt0983193,The Adventures of Tintin,The Adventures of Tintin,2011,107.0,"Action,Adventure,Animation",7.3,202430,"Action,Adventure,Animation"
Captain America: The First Avenger,Par.,176700000.0,193900000.0,2011,176.7,193.9,370.6,tt0458339,Captain America: The First Avenger,Captain America: The First Avenger,2011,124.0,"Action,Adventure,Sci-Fi",6.9,668137,"Action,Adventure,Sci-Fi"
X-Men: First Class,Fox,146400000.0,207200000.0,2011,146.4,207.2,353.6,tt1270798,X-Men: First Class,X: First Class,2011,131.0,"Action,Adventure,Sci-Fi",7.7,608930,"Action,Adventure,Sci-Fi"
Alvin and the Chipmunks: Chipwrecked,Fox,133100000.0,209600000.0,2011,133.1,209.6,342.7,tt1615918,Alvin and the Chipmunks: Chipwrecked,Alvin and the Chipmunks: Chipwrecked,2011,87.0,"Adventure,Animation,Comedy",4.4,28158,"Adventure,Animation,Comedy"
Real Steel,BV,85500000.0,213800000.0,2011,85.5,213.8,299.3,tt0433035,Real Steel,Real Steel,2011,127.0,"Action,Drama,Family",7.1,283534,"Action,Drama,Family"
Bridesmaids,Uni.,169100000.0,119300000.0,2011,169.1,119.3,288.4,tt1478338,Bridesmaids,Bridesmaids,2011,125.0,"Comedy,Romance",6.8,249501,"Comedy,Romance"
Super 8,Par.,127000000.0,133100000.0,2011,127.0,133.1,260.1,tt1650062,Super 8,Super 8,2011,112.0,"Mystery,Sci-Fi,Thriller",7.0,320575,"Mystery,Sci-Fi,Thriller"
Rango,Par.,123500000.0,122200000.0,2011,123.5,122.2,245.7,tt1192628,Rango,Rango,2011,107.0,"Adventure,Animation,Comedy",7.2,215761,"Adventure,Animation,Comedy"
The Green Hornet,Sony,98800000.0,129000000.0,2011,98.8,129.0,227.8,tt0990407,The Green Hornet,The Green Hornet,2011,119.0,"Action,Comedy,Crime",5.8,148622,"Action,Comedy,Crime"
Immortals,Rela.,83500000.0,143400000.0,2011,83.5,143.4,226.9,tt1253864,Immortals,Immortals,2011,110.0,"Action,Drama,Fantasy",6.0,152992,"Action,Drama,Fantasy"
Green Lantern,WB,116600000.0,103300000.0,2011,116.6,103.3,219.89999999999998,tt1133985,Green Lantern,Green Lantern,2011,114.0,"Action,Adventure,Sci-Fi",5.5,252281,"Action,Adventure,Sci-Fi"
The Help,BV,169700000.0,46900000.0,2011,169.7,46.9,216.6,tt1454029,The Help,The Help,2011,146.0,Drama,8.1,392699,Drama
Bad Teacher,Sony,100300000.0,115900000.0,2011,100.3,115.9,216.2,tt1284575,Bad Teacher,Bad Teacher,2011,92.0,"Comedy,Romance",5.7,181189,"Comedy,Romance"
Horrible Bosses,WB (NL),117500000.0,92100000.0,2011,117.5,92.1,209.6,tt1499658,Horrible Bosses,Horrible Bosses,2011,98.0,"Comedy,Crime",6.9,398695,"Comedy,Crime"
Paranormal Activity 3,Par.,104000000.0,103000000.0,2011,104.0,103.0,207.0,tt1778304,Paranormal Activity 3,Paranormal Activity 3,2011,83.0,"Horror,Mystery,Thriller",5.8,85689,"Horror,Mystery,Thriller"
Mr. Popper's Penguins,Fox,68200000.0,119100000.0,2011,68.2,119.1,187.3,tt1396218,Mr. Popper's Penguins,Mr. Popper's Penguins,2011,94.0,"Comedy,Family,Fantasy",6.0,80540,"Comedy,Family,Fantasy"
Hugo,Par.,73900000.0,111900000.0,2011,73.9,111.9,185.8,tt0970179,Hugo,Hugo,2011,126.0,"Adventure,Drama,Family",7.5,284869,"Adventure,Drama,Family"
Hop,Uni.,108100000.0,75900000.0,2011,108.1,75.9,184.0,tt1411704,Hop,Hop,2011,95.0,"Adventure,Animation,Comedy",5.4,28893,"Adventure,Animation,Comedy"
War Horse,BV,79900000.0,97700000.0,2011,79.9,97.7,177.60000000000002,tt1568911,War Horse,War Horse,2011,146.0,"Drama,History,War",7.2,136447,"Drama,History,War"
The Descendants,FoxS,82600000.0,94700000.0,2011,82.6,94.7,177.3,tt1033575,The Descendants,The Descendants,2011,115.0,"Comedy,Drama",7.3,223464,"Comedy,Drama"
Cowboys & Aliens,Uni.,100200000.0,74600000.0,2011,100.2,74.6,174.8,tt0409847,Cowboys & Aliens,Cowboys & Aliens,2011,119.0,"Action,Sci-Fi,Thriller",6.0,195889,"Action,Sci-Fi,Thriller"
In Time,Fox,37500000.0,136400000.0,2011,37.5,136.4,173.9,tt1637688,In Time,In Time,2011,109.0,"Action,Crime,Drama",6.7,346077,"Action,Crime,Drama"
Zookeeper,Sony,80400000.0,89500000.0,2011,80.4,89.5,169.9,tt1222817,Zookeeper,Zookeeper,2011,102.0,"Comedy,Family,Romance",5.2,52396,"Comedy,Family,Romance"
The Muppets,BV,88600000.0,76600000.0,2011,88.6,76.6,165.2,tt1204342,The Muppets,The Muppets,2011,103.0,"Adventure,Comedy,Family",7.1,82752,"Adventure,Comedy,Family"
Limitless,Rela.,79200000.0,82600000.0,2011,79.2,82.6,161.8,tt1219289,Limitless,Limitless,2011,105.0,"Mystery,Sci-Fi,Thriller",7.4,492490,"Mystery,Sci-Fi,Thriller"
Johnny English Reborn,Uni.,8300000.0,151800000.0,2011,8.3,151.8,160.10000000000002,tt1634122,Johnny English Reborn,Johnny English Reborn,2011,101.0,"Action,Adventure,Comedy",6.3,110824,"Action,Adventure,Comedy"
Final Destination 5,WB (NL),42600000.0,115300000.0,2011,42.6,115.3,157.9,tt1622979,Final Destination 5,Final Destination 5,2011,92.0,Horror,5.9,98061,Horror
Tower Heist,Uni.,78000000.0,74900000.0,2011,78.0,74.9,152.9,tt0471042,Tower Heist,Tower Heist,2011,104.0,"Action,Comedy,Crime",6.2,125102,"Action,Comedy,Crime"
Midnight in Paris,SPC,56800000.0,94300000.0,2011,56.8,94.3,151.1,tt1605783,Midnight in Paris,Midnight in Paris,2011,94.0,"Comedy,Fantasy,Romance",7.7,356500,"Comedy,Fantasy,Romance"
Happy Feet Two,WB,64000000.0,86400000.0,2011,64.0,86.4,150.4,tt1402488,Happy Feet Two,Happy Feet Two,2011,100.0,"Adventure,Animation,Comedy",5.9,38396,"Adventure,Animation,Comedy"
I Am Number Four,BV,55100000.0,94800000.0,2011,55.1,94.8,149.9,tt1464540,I Am Number Four,I Am Number Four,2011,111.0,"Action,Adventure,Sci-Fi",6.1,217762,"Action,Adventure,Sci-Fi"
Jack and Jill,Sony,74200000.0,75500000.0,2011,74.2,75.5,149.7,tt0810913,Jack and Jill,Jack and Jill,2011,91.0,Comedy,3.3,71361,Comedy
Friends with Benefits,SGem,55800000.0,93700000.0,2011,55.8,93.7,149.5,tt1632708,Friends with Benefits,Friends with Benefits,2011,109.0,"Comedy,Romance",6.6,317338,"Comedy,Romance"
No Strings Attached,Par.,70700000.0,78600000.0,2011,70.7,78.6,149.3,tt1411238,No Strings Attached,No Strings Attached,2011,108.0,"Comedy,Romance",6.2,197663,"Comedy,Romance"
Arthur Christmas,Sony,46500000.0,101000000.0,2011,46.5,101.0,147.5,tt1430607,Arthur Christmas,Arthur Christmas,2011,97.0,"Adventure,Animation,Comedy",7.1,45439,"Adventure,Animation,Comedy"
Source Code,Sum.,54700000.0,92600000.0,2011,54.7,92.6,147.3,tt0945513,Source Code,Source Code,2011,93.0,"Action,Drama,Sci-Fi",7.5,452036,"Action,Drama,Sci-Fi"
"Crazy, Stupid, Love.",WB,84400000.0,58500000.0,2011,84.4,58.5,142.9,tt1570728,"Crazy, Stupid, Love.","Crazy, Stupid, Love.",2011,118.0,"Comedy,Drama,Romance",7.4,436830,"Comedy,Drama,Romance"
New Year's Eve,WB (NL),54500000.0,87500000.0,2011,54.5,87.5,142.0,tt1598822,New Year's Eve,New Year's Eve,2011,113.0,"Comedy,Romance",5.7,76656,"Comedy,Romance"
Contagion,WB,75700000.0,59800000.0,2011,75.7,59.8,135.5,tt1598778,Contagion,Contagion,2011,106.0,"Action,Drama,Thriller",6.6,201536,"Action,Drama,Thriller"
The Artist,Wein.,44700000.0,88800000.0,2011,44.7,88.8,133.5,tt1655442,The Artist,The Artist,2011,100.0,"Comedy,Drama,Romance",7.9,217184,"Comedy,Drama,Romance"
The Artist,Wein.,44700000.0,88800000.0,2011,44.7,88.8,133.5,tt1825978,The Artist,The Artist,2011,100.0,Thriller,6.8,6,Thriller
Unknown,WB,63700000.0,67099999.0,2011,63.7,67.099999,130.799999,tt1401152,Unknown,Unknown,2011,113.0,"Action,Mystery,Thriller",6.9,235167,"Action,Mystery,Thriller"
The Adjustment Bureau,Uni.,62500000.0,65400000.0,2011,62.5,65.4,127.9,tt1385826,The Adjustment Bureau,The Adjustment Bureau,2011,106.0,"Romance,Sci-Fi,Thriller",7.1,227616,"Romance,Sci-Fi,Thriller"
We Bought a Zoo,Fox,75600000.0,44500000.0,2011,75.6,44.5,120.1,tt1389137,We Bought a Zoo,We Bought a Zoo,2011,124.0,"Comedy,Drama,Family",7.1,126849,"Comedy,Drama,Family"
Water for Elephants,Fox,58700000.0,58400000.0,2011,58.7,58.4,117.1,tt1067583,Water for Elephants,Water for Elephants,2011,120.0,"Drama,Romance",6.9,105812,"Drama,Romance"
The Iron Lady,Wein.,30000000.0,84900000.0,2011,30.0,84.9,114.9,tt1007029,The Iron Lady,The Iron Lady,2011,105.0,"Biography,Drama",6.4,96066,"Biography,Drama"
Moneyball,Sony,75600000.0,34600000.0,2011,75.6,34.6,110.19999999999999,tt1210166,Moneyball,Moneyball,2011,133.0,"Biography,Drama,Sport",7.6,326657,"Biography,Drama,Sport"
Sanctum,Uni.,23200000.0,85400000.0,2011,23.2,85.4,108.60000000000001,tt0881320,Sanctum,Sanctum,2011,108.0,"Adventure,Drama,Thriller",5.9,51318,"Adventure,Drama,Thriller"
Justin Bieber: Never Say Never,Par.,73000000.0,26000000.0,2011,73.0,26.0,99.0,tt1702443,Justin Bieber: Never Say Never,Justin Bieber: Never Say Never,2011,105.0,"Documentary,Music",1.6,74978,"Documentary,Music"
Paul,Uni.,37400000.0,60600000.0,2011,37.4,60.6,98.0,tt1092026,Paul,Paul,2011,104.0,"Adventure,Comedy,Sci-Fi",7.0,220567,"Adventure,Comedy,Sci-Fi"
Scream 4,W/Dim.,38200000.0,59000000.0,2011,38.2,59.0,97.2,tt1262416,Scream 4,Scream 4,2011,111.0,"Horror,Mystery",6.2,118779,"Horror,Mystery"
The Rite,WB (NL),33000000.0,63000000.0,2011,33.0,63.0,96.0,tt1161864,The Rite,The Rite,2011,114.0,"Drama,Horror,Mystery",6.0,85604,"Drama,Horror,Mystery"
Dolphin Tale,WB,72300000.0,23100000.0,2011,72.3,23.1,95.4,tt1564349,Dolphin Tale,Dolphin Tale,2011,113.0,"Drama,Family",6.9,20746,"Drama,Family"
Season of the Witch,Rela.,24800000.0,66800000.0,2011,24.8,66.8,91.6,tt0479997,Season of the Witch,Season of the Witch,2011,95.0,"Action,Adventure,Fantasy",5.4,85777,"Action,Adventure,Fantasy"
Sucker Punch,WB,36400000.0,53400000.0,2011,36.4,53.4,89.8,tt0978764,Sucker Punch,Sucker Punch,2011,110.0,"Action,Adventure,Fantasy",6.1,218371,"Action,Adventure,Fantasy"
Red Riding Hood,WB,37700000.0,51500000.0,2011,37.7,51.5,89.2,tt1486185,Red Riding Hood,Red Riding Hood,2011,100.0,"Fantasy,Horror,Mystery",5.5,102369,"Fantasy,Horror,Mystery"
J. Edgar,WB,37300000.0,47600000.0,2011,37.3,47.6,84.9,tt1616195,J. Edgar,J. Edgar,2011,137.0,"Biography,Crime,Drama",6.6,115925,"Biography,Crime,Drama"
Hall Pass,WB (NL),45100000.0,38100000.0,2011,45.1,38.1,83.2,tt0480687,Hall Pass,Hall Pass,2011,105.0,"Comedy,Romance",5.9,113775,"Comedy,Romance"
"Big Mommas: Like Father, Like Son",Fox,37900000.0,44800000.0,2011,37.9,44.8,82.69999999999999,tt1464174,"Big Mommas: Like Father, Like Son","Big Mommas: Like Father, Like Son",2011,107.0,"Action,Comedy,Crime",4.4,23520,"Action,Comedy,Crime"
Abduction,LGF,28100000.0,54000000.0,2011,28.1,54.0,82.1,tt1600195,Abduction,Abduction,2011,106.0,"Action,Mystery,Thriller",5.1,72552,"Action,Mystery,Thriller"
Abduction,LGF,28100000.0,54000000.0,2011,28.1,54.0,82.1,tt2447982,Abduction,Abduction,2011,84.0,"Horror,Thriller",5.2,10,"Horror,Thriller"
Priest,SGem,29100000.0,49200000.0,2011,29.1,49.2,78.30000000000001,tt0822847,Priest,Priest,2011,87.0,"Action,Adventure,Fantasy",5.7,108320,"Action,Adventure,Fantasy"
The Mechanic,CBS,29100000.0,47000000.0,2011,29.1,47.0,76.1,tt0472399,The Mechanic,The Mechanic,2011,93.0,"Action,Crime,Thriller",6.6,141254,"Action,Crime,Thriller"
The Ides of March,Sony,41000000.0,35000000.0,2011,41.0,35.0,76.0,tt1124035,The Ides of March,The Ides of March,2011,101.0,"Drama,Thriller",7.1,207417,"Drama,Thriller"
The Change-Up,Uni.,37100000.0,38400000.0,2011,37.1,38.4,75.5,tt1488555,The Change-Up,The Change-Up,2011,112.0,"Comedy,Fantasy",6.3,155374,"Comedy,Fantasy"
The Lincoln Lawyer,LGF,58000000.0,17000000.0,2011,58.0,17.0,75.0,tt1189340,The Lincoln Lawyer,The Lincoln Lawyer,2011,118.0,"Crime,Drama,Thriller",7.3,196109,"Crime,Drama,Thriller"
Diary of a Wimpy Kid: Rodrick Rules,Fox,52700000.0,19700000.0,2011,52.7,19.7,72.4,tt1650043,Diary of a Wimpy Kid: Rodrick Rules,Diary of a Wimpy Kid: Rodrick Rules,2011,99.0,"Comedy,Family",6.6,23135,"Comedy,Family"
Larry Crowne,Uni.,35600000.0,36400000.0,2011,35.6,36.4,72.0,tt1583420,Larry Crowne,Larry Crowne,2011,98.0,"Comedy,Drama,Romance",6.1,58927,"Comedy,Drama,Romance"
The Dilemma,Uni.,48500000.0,21200000.0,2011,48.5,21.2,69.7,tt1578275,The Dilemma,The Dilemma,2011,111.0,"Comedy,Drama",5.3,48148,"Comedy,Drama"
The Darkest Hour,Sum.,21400000.0,43200000.0,2011,21.4,43.2,64.6,tt1093357,The Darkest Hour,The Darkest Hour,2011,89.0,"Action,Adventure,Horror",4.9,55071,"Action,Adventure,Horror"
Hanna,Focus,40300000.0,23500000.0,2011,40.3,23.5,63.8,tt0993842,Hanna,Hanna,2011,111.0,"Action,Drama,Thriller",6.8,179178,"Action,Drama,Thriller"
Colombiana,TriS,36700000.0,24300000.0,2011,36.7,24.3,61.0,tt1657507,Colombiana,Colombiana,2011,108.0,"Action,Drama,Thriller",6.4,87659,"Action,Drama,Thriller"
